date,open,high,low,close,volume,weekly_short,weekly_long,symbol,trade
27-06-2025,1502,1508.7,1492,1502.4,1851991,0.665767907,0.334232093,CIPLA,SHORT
27-06-2025,5615,5685,5595,5660,413724,0.112048421,0.887951579,EICHERMOT,LONG
27-06-2025,4299,4349.9,4285,4320.3,543489,0.804300745,0.195699255,HEROMOTOCO,SHORT
