date,open,high,low,close,volume,weekly_short,weekly_long,symbol,trade
01-07-2025,5656.5,5749,5632.5,5715.5,534027,0.205440019,0.794559981,EICHERMOT,LONG
01-07-2025,1202,1202,1167,1173.3,8702198,0.806463348,0.193536652,AXISBANK,SHORT
01-07-2025,4258.3,4264,4190.1,4226,480538,0.776259437,0.223740563,HEROMOTOCO,SHORT
01-07-2025,1505.9,1517.7,1496.2,1515.7,1112637,0.715492936,0.284507064,CIPLA,SHORT
