date,open,high,low,close,volume,weekly_short,weekly_long,symbol,trade
10-07-2025,2423.4,2434,2397.6,2408.4,1053695,0.314351052,0.685648948,HINDUNILVR,LONG
10-07-2025,1170.1,1176.6,1163,1164.3,4339755,0.666605404,0.333394596,AXISBANK,SHORT
10-07-2025,1489,1490.9,1463.2,1477.8,2178068,0.831892672,0.168107328,CIPLA,SHORT
,,,,,,,,,
