date,open,high,low,close,volume,weekly_short,weekly_long,symbol,trade
03-07-2025,5710,5774.5,5700,5716,335537,0.304076251,0.695923749,EICHERMOT,LONG
03-07-2025,1178,1181,1168,1171.1,6237185,0.778147164,0.221852836,AXISBANK,SHORT
03-07-2025,4244,4350,4238,4310.6,650625,0.686869272,0.313130728,HEROMOTOCO,SHORT
