date,open,high,low,close,volume,weekly_short,weekly_long,symbol,trade
30-06-2025,5660,5683.5,5613,5656.5,340049,0.208802052,0.791197948,EICHERMOT,LONG
30-06-2025,1509.4,1514.7,1500.2,1505.9,1053681,0.650163034,0.349836966,CIPLA,SHORT
30-06-2025,4344,4344,4211,4237.1,871009,0.739587297,0.260412703,HEROMOTOCO,SHORT
