date,open,high,low,close,volume,weekly_short,weekly_long,symbol,trade
25-06-2025,1226.3,1226.3,1211,1213.3,4229259,0.655456381,0.344543619,AXISBANK,SHORT
25-06-2025,1509.9,1518,1500,1510,1032762,0.753170623,0.246829377,CIPLA,SHORT
25-06-2025,2279,2290.5,2271.4,2278.7,1047270,0.65560424,0.34439576,HINDUNILVR,SHORT
