date,open,high,low,close,volume,weekly_short,weekly_long,symbol,trade
07-07-2025,1177.6,1177.6,1167.6,1175.1,5783402,0.677302708,0.322697292,AXISBANK,SHORT
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
