date,open,high,low,close,volume,weekly_short,weekly_long,symbol,trade
23-06-2025,1499.7,1504.9,1482.1,1499.1,657381,0.702158316,0.297841684,CIPLA,SHORT
23-06-2025,2283.4,2286,2258.7,2275.1,842856,0.650416712,0.349583288,HINDUNILVR,SHORT
