date,open,high,low,close,volume,weekly_short,weekly_long,symbol,trade
08-07-2025,4305.1,4329,4240,4300.4,467771,0.348217251,0.651782749,HEROMOTOCO,LONG
08-07-2025,2405.4,2418.5,2386,2392.7,1471046,0.319957864,0.680042136,HINDUNILVR,LONG
08-07-2025,1180,1180,1161.9,1165.4,9973619,0.700769814,0.299230186,AXISBANK,SHORT
08-07-2025,5705,5705,5648.5,5679.5,180630,0.674833484,0.325166516,EICHERMOT,SHORT
