date,open,high,low,close,volume,weekly_short,weekly_long,symbol,trade
26-06-2025,1511,1522.4,1503,1513.8,1440423,0.810489724,0.189510276,CIPLA,SHORT
26-06-2025,2288.9,2291,2271.6,2280.8,1874722,0.670748645,0.329251355,HINDUNILVR,SHORT
26-06-2025,4305.9,4324.9,4248.1,4278,795726,0.862586889,0.137413111,HEROMOTOCO,SHORT
26-06-2025,5576.5,5622.5,5512,5611.5,788150,0.334906471,0.665093529,EICHERMOT,LONG
