date,open,high,low,close,volume,weekly_short,weekly_long,symbol,trade
04-07-2025,25428.85,25470.25,25331.65,25461,193504683,0.331900883,0.668099117,NIFTY,LONG
04-07-2025,1508.4,1521,1503.9,1513.3,1118483,0.230711942,0.769288058,CIPLA,LONG
04-07-2025,4325,4374.7,4307.1,4345,437193,0.706162577,0.293837423,HEROMOTOCO,SHORT
04-07-2025,56825.25,57075.1,56623.6,57031.9,93857356,0.315369144,0.684630856,BANKNIFTY,LONG
04-07-2025,1174,1179.5,1162,1177.6,3925960,0.670021017,0.329978983,AXISBANK,SHORT
